ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,city
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CREVANT LAVEINE (63350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CROS (63810)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA CROUZILLE (63700)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CULHAT (63350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CUNLHAT (63590)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DAUZAT SUR VODABLE (63340)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DAVAYAT (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DOMAIZE (63520)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DORANGES (63220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DORAT (63300)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DORE L EGLISE (63220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DURMIGNAT (63700)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DURTOL (63830)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ECHANDELYS (63980)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,EFFIAT (63260)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,EGLISENEUVE D ENTRAIGUES (63850)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,EGLISENEUVE DES LIARDS (63490)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,EGLISENEUVE PRES BILLOM (63160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,EGLISOLLES (63840)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ENNEZAT (63720)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ENTRAIGUES (63720)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ENVAL (63530)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESCOUTOUX (63300)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESPINASSE (63390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESPINCHAL (63850)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESPIRAT (63160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESTANDEUIL (63520)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESTEIL (63570)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,FAYET LE CHATEAU (63160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,FAYET RONAYE (63630)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,FERNOEL (63620)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,AULHAT ST PRIVAT (63500)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,FLAT (63500)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA FORIE (63600)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,FOURNOLS (63980)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GELLES (63740)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GERZAT (63360)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GIAT (63620)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GIGNAT (63340)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GIMEAUX (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GLAINE MONTAIGUT (63160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA GODIVELLE (63850)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA GOUTELLE (63230)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GOUTTIERES (63390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GRANDEYROLLES (63320)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GRANDRIF (63600)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GRANDVAL (63890)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HERMENT (63470)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HEUME L EGLISE (63210)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ISSERTEAUX (63270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ISSOIRE (63500)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,JOB (63990)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,JOZE (63350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,JOZERAND (63460)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,JUMEAUX (63570)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LABESSETTE (63690)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LACHAUX (63290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAMONTGIE (63570)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LANDOGNE (63380)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAPEYROUSE (63700)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAPS (63270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAQUEUILLE (63820)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LARODDE (63690)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LASTIC (63760)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA TOUR D AUVERGNE (63680)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LEMPDES (63370)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LEMPTY (63190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LEZOUX (63190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LIMONS (63290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LISSEUIL (63440)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LOUBEYRAT (63410)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LUDESSE (63320)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LUSSAT (63360)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LUZILLAT (63350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MADRIAT (63340)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MALAUZAT (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MALINTRAT (63510)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MANGLIEU (63270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MANZAT (63410)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARAT (63480)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARCILLAT (63440)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAREUGHEOL (63340)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARINGUES (63350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARSAC EN LIVRADOIS (63940)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARSAT (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LES MARTRES D ARTIERE (63430)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LES MARTRES DE VEYRE (63730)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARTRES SUR MORGE (63720)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAUZUN (63160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAYRES (63220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAZAYE (63230)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAZOIRES (63420)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MEDEYROLLES (63220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MEILHAUD (63320)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MENAT (63560)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MENETROL (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MESSEIX (63750)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BOGROS (63750)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LES GANNES (63750)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DALLET (63111)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MEZEL (63115)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MIREFLEURS (63730)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MIREMONT (63380)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MOISSAT (63190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LE MONESTIER (63890)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA MONNERIE LE MONTEL (63650)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONS (63310)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTAIGUT EN COMBRAILLE (63700)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTAIGUT LE BLANC (63320)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTCEL (63460)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONT DORE (63240)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTEL DE GELAT (63380)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTFERMY (63230)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTMORIN (63160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTPENSIER (63260)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTPEYROUX (63114)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MORIAT (63340)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MOUREUILLE (63700)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CELLULE (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA MOUTADE (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MOZAC (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MURAT LE QUAIRE (63150)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MUROL (63790)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEBOUZAT (63210)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NERONDE SUR DORE (63120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NESCHERS (63320)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEUF EGLISE (63560)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEUVILLE (63160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOALHAT (63290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOHANENT (63830)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NONETTE (63340)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ORSONNETTE (63340)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOVACELLES (63220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OLBY (63210)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OLLIERGUES (63880)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OLLOIX (63450)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OLMET (63880)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ORBEIL (63500)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ORCET (63670)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ORCINES (63870)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ORCIVAL (63210)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ORLEAT (63190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PALLADUC (63550)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PARDINES (63500)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PARENT (63270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PARENTIGNAT (63500)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PASLIERES (63290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PERIGNAT LES SARLIEVE (63170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PERIGNAT SUR ALLIER (63800)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PERPEZAT (63210)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PERRIER (63500)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PESCHADOIRES (63920)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PONT DE DORE (63920)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PESLIERES (63580)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PESSAT VILLENEUVE (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PICHERANDE (63113)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PIGNOLS (63270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PIONSAT (63330)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PLAUZAT (63730)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PONTAUMUR (63380)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PONT DU CHATEAU (63430)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PONTGIBAUD (63230)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,POUZOL (63440)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LES PRADEAUX (63500)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PROMPSAT (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PRONDINES (63470)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PULVERIERES (63230)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PUY GUILLAUME (63290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PUY ST GULMIER (63470)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LE QUARTIER (63330)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUEUILLE (63780)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RANDAN (63310)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RAVEL (63190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,REIGNAT (63160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA RENAUDIE (63930)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RENTIERES (63420)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RIOM (63200)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RIS (63290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA ROCHE BLANCHE (63670)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROCHE CHARLES LA MAYRAND (63420)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA MAYRAND (63420)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROCHE D AGOUX (63330)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROCHEFORT MONTAGNE (63210)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA ROCHE NOIRE (63800)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROMAGNAT (63540)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OPME (63540)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,SAULZET LE CHAUD (63540)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROYAT (63130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,SAILLANT (63840)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,STE AGATHE (63120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ST AGOULIN (63260)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ST ALYRE D ARLANC (63220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ST ALYRE ES MONTAGNE (63420)
